Geo Code,Geo Name,Line Number
"2422040","Lac-Beauport",14744816
"24220400049","24220049",14747063
"24220400050","24220050",14749310
"24220400051","24220051",14751557
"24220400052","24220052",14753804
"24220400053","24220053",14756051
"24220400055","24220055",14758298
"24220400056","24220056",14760545
"24220400057","24220057",14762792
"24220400058","24220058",14765039
"24220400059","24220059",14767286
"24220400087","24220087",14769533
"2422045","Sainte-Brigitte-de-Laval",14771780
"24220450060","24220060",14774027
"24220450061","24220061",14776274
"24220450062","24220062",14778521
"24220450063","24220063",14780768
"24220450064","24220064",14783015
"24220450065","24220065",14785262
"24220450066","24220066",14787509
"2422902","Lac-Croche",14789756
"24229020036","24220036",14792003
"2423","Québec",14794250
"2423015","Notre-Dame-des-Anges",14796497
"24230151035","24231035",14798744
"2423027","Québec",14800991
"24230270001","24230001",14803238
"24230270002","24230002",14805485
"24230270003","24230003",14807732
"24230270004","24230004",14809979
"24230270005","24230005",14812226
"24230270006","24230006",14814473
"24230270007","24230007",14816720
"24230270008","24230008",14818967
"24230270009","24230009",14821214
"24230270010","24230010",14823461
"24230270011","24230011",14825708
"24230270012","24230012",14827955
"24230270013","24230013",14830202
"24230270014","24230014",14832449
"24230270015","24230015",14834696
"24230270016","24230016",14836943
"24230270017","24230017",14839190
"24230270018","24230018",14841437
"24230270019","24230019",14843684
"24230270020","24230020",14845931
"24230270021","24230021",14848178
"24230270022","24230022",14850425
"24230270023","24230023",14852672
"24230270024","24230024",14854919
"24230270025","24230025",14857166
"24230270026","24230026",14859413
"24230270027","24230027",14861660
"24230270028","24230028",14863907
"24230270029","24230029",14866154
"24230270030","24230030",14868401
"24230270031","24230031",14870648
"24230270032","24230032",14872895
"24230270033","24230033",14875142
"24230270034","24230034",14877389
"24230270035","24230035",14879636
"24230270036","24230036",14881883
"24230270037","24230037",14884130
"24230270038","24230038",14886377
"24230270039","24230039",14888624
"24230270040","24230040",14890871
"24230270041","24230041",14893118
"24230270042","24230042",14895365
"24230270043","24230043",14897612
"24230270044","24230044",14899859
"24230270045","24230045",14902106
"24230270046","24230046",14904353
"24230270047","24230047",14906600
"24230270048","24230048",14908847
"24230270049","24230049",14911094
"24230270050","24230050",14913341
"24230270051","24230051",14915588
"24230270052","24230052",14917835
"24230270053","24230053",14920082
"24230270054","24230054",14922329
"24230270055","24230055",14924576
"24230270056","24230056",14926823
"24230270057","24230057",14929070
"24230270058","24230058",14931317
"24230270059","24230059",14933564
"24230270060","24230060",14935811
"24230270061","24230061",14938058
"24230270062","24230062",14940305
"24230270063","24230063",14942552
"24230270064","24230064",14944799
"24230270065","24230065",14947046
"24230270066","24230066",14949293
"24230270067","24230067",14951540
"24230270068","24230068",14953787
"24230270069","24230069",14956034
"24230270070","24230070",14958281
"24230270071","24230071",14960528
"24230270072","24230072",14962775
"24230270073","24230073",14965022
"24230270074","24230074",14967269
"24230270075","24230075",14969516
"24230270076","24230076",14971763
"24230270077","24230077",14974010
"24230270078","24230078",14976257
"24230270079","24230079",14978504
"24230270080","24230080",14980751
"24230270081","24230081",14982998
"24230270082","24230082",14985245
"24230270083","24230083",14987492
"24230270084","24230084",14989739
"24230270085","24230085",14991986
"24230270086","24230086",14994233
"24230270087","24230087",14996480
"24230270088","24230088",14998727
"24230270089","24230089",15000974
"24230270090","24230090",15003221
"24230270091","24230091",15005468
"24230270092","24230092",15007715
"24230270093","24230093",15009962
"24230270094","24230094",15012209
"24230270095","24230095",15014456
"24230270096","24230096",15016703
"24230270097","24230097",15018950
"24230270098","24230098",15021197
"24230270099","24230099",15023444
"24230270100","24230100",15025691
"24230270101","24230101",15027938
"24230270102","24230102",15030185
"24230270103","24230103",15032432
"24230270104","24230104",15034679
"24230270105","24230105",15036926
"24230270106","24230106",15039173
"24230270107","24230107",15041420
"24230270108","24230108",15043667
"24230270109","24230109",15045914
"24230270110","24230110",15048161
"24230270111","24230111",15050408
"24230270112","24230112",15052655
"24230270113","24230113",15054902
"24230270115","24230115",15057149
"24230270116","24230116",15059396
"24230270117","24230117",15061643
"24230270118","24230118",15063890
"24230270119","24230119",15066137
"24230270120","24230120",15068384
"24230270121","24230121",15070631
"24230270122","24230122",15072878
"24230270123","24230123",15075125
"24230270124","24230124",15077372
"24230270125","24230125",15079619
"24230270126","24230126",15081866
"24230270127","24230127",15084113
"24230270128","24230128",15086360
"24230270129","24230129",15088607
"24230270130","24230130",15090854
"24230270131","24230131",15093101
"24230270132","24230132",15095348
"24230270133","24230133",15097595
"24230270134","24230134",15099842
"24230270135","24230135",15102089
"24230270136","24230136",15104336
"24230270137","24230137",15106583
"24230270138","24230138",15108830
"24230270139","24230139",15111077
"24230270140","24230140",15113324
"24230270141","24230141",15115571
"24230270142","24230142",15117818
"24230270143","24230143",15120065
"24230270144","24230144",15122312
"24230270145","24230145",15124559
"24230270146","24230146",15126806
"24230270147","24230147",15129053
"24230270148","24230148",15131300
"24230270149","24230149",15133547
"24230270150","24230150",15135794
"24230270151","24230151",15138041
"24230270152","24230152",15140288
"24230270153","24230153",15142535
"24230270154","24230154",15144782
"24230270155","24230155",15147029
"24230270158","24230158",15149276
"24230270159","24230159",15151523
"24230270160","24230160",15153770
"24230270161","24230161",15156017
"24230270162","24230162",15158264
"24230270163","24230163",15160511
"24230270164","24230164",15162758
"24230270165","24230165",15165005
"24230270166","24230166",15167252
"24230270167","24230167",15169499
"24230270168","24230168",15171746
"24230270169","24230169",15173993
"24230270170","24230170",15176240
"24230270171","24230171",15178487
"24230270172","24230172",15180734
"24230270173","24230173",15182981
"24230270174","24230174",15185228
"24230270175","24230175",15187475
"24230270176","24230176",15189722
"24230270177","24230177",15191969
"24230270178","24230178",15194216
"24230270179","24230179",15196463
"24230270180","24230180",15198710
"24230270181","24230181",15200957
"24230270182","24230182",15203204
"24230270183","24230183",15205451
"24230270185","24230185",15207698
"24230270188","24230188",15209945
"24230270189","24230189",15212192
"24230270190","24230190",15214439
"24230270191","24230191",15216686
"24230270192","24230192",15218933
"24230270193","24230193",15221180
"24230270194","24230194",15223427
"24230270195","24230195",15225674
"24230270196","24230196",15227921
"24230270197","24230197",15230168
"24230270198","24230198",15232415
"24230270199","24230199",15234662
"24230270200","24230200",15236909
"24230270201","24230201",15239156
"24230270202","24230202",15241403
"24230270203","24230203",15243650
"24230270204","24230204",15245897
"24230270206","24230206",15248144
"24230270208","24230208",15250391
"24230270209","24230209",15252638
"24230270210","24230210",15254885
"24230270211","24230211",15257132
"24230270212","24230212",15259379
"24230270215","24230215",15261626
"24230270216","24230216",15263873
"24230270217","24230217",15266120
"24230270218","24230218",15268367
"24230270219","24230219",15270614
"24230270220","24230220",15272861
"24230270221","24230221",15275108
"24230270222","24230222",15277355
"24230270223","24230223",15279602
"24230270224","24230224",15281849
"24230270225","24230225",15284096
"24230270226","24230226",15286343
"24230270227","24230227",15288590
"24230270228","24230228",15290837
"24230270229","24230229",15293084
"24230270230","24230230",15295331
"24230270231","24230231",15297578
"24230270232","24230232",15299825
"24230270233","24230233",15302072
"24230270234","24230234",15304319
"24230270235","24230235",15306566
"24230270236","24230236",15308813
"24230270237","24230237",15311060
"24230270238","24230238",15313307
"24230270239","24230239",15315554
"24230270240","24230240",15317801
"24230270241","24230241",15320048
"24230270242","24230242",15322295
"24230270243","24230243",15324542
"24230270246","24230246",15326789
"24230270247","24230247",15329036
"24230270248","24230248",15331283
"24230270249","24230249",15333530
"24230270250","24230250",15335777
"24230270251","24230251",15338024
"24230270252","24230252",15340271
"24230270253","24230253",15342518
"24230270254","24230254",15344765
"24230270255","24230255",15347012
"24230270259","24230259",15349259
"24230270260","24230260",15351506
"24230270261","24230261",15353753
"24230270262","24230262",15356000
"24230270263","24230263",15358247
"24230270264","24230264",15360494
"24230270265","24230265",15362741
"24230270266","24230266",15364988
"24230270267","24230267",15367235
"24230270270","24230270",15369482
"24230270271","24230271",15371729
"24230270272","24230272",15373976
"24230270273","24230273",15376223
"24230270274","24230274",15378470
"24230270275","24230275",15380717
"24230270276","24230276",15382964
"24230270277","24230277",15385211
"24230270278","24230278",15387458
"24230270279","24230279",15389705
"24230270280","24230280",15391952
"24230270281","24230281",15394199
"24230270282","24230282",15396446
"24230270283","24230283",15398693
"24230270284","24230284",15400940
"24230270285","24230285",15403187
"24230270286","24230286",15405434
"24230270287","24230287",15407681
"24230270288","24230288",15409928
"24230270289","24230289",15412175
"24230270290","24230290",15414422
"24230270291","24230291",15416669
"24230270292","24230292",15418916
"24230270293","24230293",15421163
"24230270294","24230294",15423410
"24230270295","24230295",15425657
"24230270296","24230296",15427904
"24230270297","24230297",15430151
"24230270298","24230298",15432398
"24230270299","24230299",15434645
"24230270300","24230300",15436892
"24230270301","24230301",15439139
"24230270302","24230302",15441386
"24230270303","24230303",15443633
"24230270304","24230304",15445880
"24230270305","24230305",15448127
"24230270306","24230306",15450374
"24230270310","24230310",15452621
"24230270311","24230311",15454868
"24230270312","24230312",15457115
"24230270313","24230313",15459362
"24230270314","24230314",15461609
"24230270315","24230315",15463856
"24230270316","24230316",15466103
"24230270317","24230317",15468350
"24230270318","24230318",15470597
"24230270319","24230319",15472844
"24230270320","24230320",15475091
"24230270321","24230321",15477338
"24230270322","24230322",15479585
"24230270323","24230323",15481832
"24230270324","24230324",15484079
"24230270325","24230325",15486326
"24230270326","24230326",15488573
"24230270327","24230327",15490820
"24230270328","24230328",15493067
"24230270329","24230329",15495314
"24230270330","24230330",15497561
"24230270331","24230331",15499808
"24230270335","24230335",15502055
"24230270336","24230336",15504302
"24230270337","24230337",15506549
"24230270338","24230338",15508796
"24230270339","24230339",15511043
"24230270340","24230340",15513290
"24230270341","24230341",15515537
"24230270342","24230342",15517784
"24230270343","24230343",15520031
"24230270344","24230344",15522278
"24230270345","24230345",15524525
"24230270346","24230346",15526772
"24230270347","24230347",15529019
"24230270348","24230348",15531266
"24230270349","24230349",15533513
"24230270350","24230350",15535760
"24230270351","24230351",15538007
"24230270352","24230352",15540254
"24230270353","24230353",15542501
"24230270354","24230354",15544748
"24230270355","24230355",15546995
"24230270356","24230356",15549242
"24230270357","24230357",15551489
"24230270358","24230358",15553736
"24230270359","24230359",15555983
"24230270360","24230360",15558230
"24230270361","24230361",15560477
"24230270362","24230362",15562724
"24230270363","24230363",15564971
"24230270364","24230364",15567218
"24230270365","24230365",15569465
"24230270366","24230366",15571712
"24230270367","24230367",15573959
"24230270368","24230368",15576206
"24230270369","24230369",15578453
"24230270371","24230371",15580700
"24230270372","24230372",15582947
"24230270374","24230374",15585194
"24230270375","24230375",15587441
"24230270376","24230376",15589688
"24230270377","24230377",15591935
"24230270378","24230378",15594182
"24230270379","24230379",15596429
"24230270380","24230380",15598676
"24230270381","24230381",15600923
"24230270382","24230382",15603170
"24230270383","24230383",15605417
"24230270385","24230385",15607664
"24230270386","24230386",15609911
"24230270387","24230387",15612158
"24230270388","24230388",15614405
"24230270389","24230389",15616652
"24230270390","24230390",15618899
"24230270391","24230391",15621146
"24230270392","24230392",15623393
"24230270393","24230393",15625640
"24230270394","24230394",15627887
"24230270395","24230395",15630134
"24230270396","24230396",15632381
"24230270397","24230397",15634628
"24230270398","24230398",15636875
"24230270399","24230399",15639122
"24230270400","24230400",15641369
"24230270401","24230401",15643616
"24230270402","24230402",15645863
"24230270403","24230403",15648110
"24230270404","24230404",15650357
"24230270405","24230405",15652604
"24230270406","24230406",15654851
"24230270407","24230407",15657098
"24230270408","24230408",15659345
"24230270409","24230409",15661592
"24230270410","24230410",15663839
"24230270411","24230411",15666086
"24230270412","24230412",15668333
"24230270413","24230413",15670580
"24230270414","24230414",15672827
"24230270415","24230415",15675074
"24230270416","24230416",15677321
"24230270417","24230417",15679568
"24230270418","24230418",15681815
"24230270419","24230419",15684062
"24230270420","24230420",15686309
"24230270421","24230421",15688556
"24230270430","24230430",15690803
"24230270431","24230431",15693050
"24230270432","24230432",15695297
"24230270433","24230433",15697544
"24230270434","24230434",15699791
"24230270435","24230435",15702038
"24230270438","24230438",15704285
"24230270440","24230440",15706532
"24230270471","24230471",15708779
"24230270472","24230472",15711026
"24230270473","24230473",15713273
"24230270484","24230484",15715520
"24230270486","24230486",15717767
"24230270493","24230493",15720014
"24230270494","24230494",15722261
"24230270495","24230495",15724508
"24230270508","24230508",15726755
"24230270509","24230509",15729002
"24230270510","24230510",15731249
"24230270511","24230511",15733496
"24230270512","24230512",15735743
"24230270513","24230513",15737990
"24230270533","24230533",15740237
"24230270539","24230539",15742484
"24230270540","24230540",15744731
"24230270541","24230541",15746978
"24230270542","24230542",15749225
"24230270544","24230544",15751472
"24230270545","24230545",15753719
"24230270546","24230546",15755966
"24230270548","24230548",15758213
"24230270550","24230550",15760460
"24230270552","24230552",15762707
"24230270553","24230553",15764954
"24230270554","24230554",15767201
"24230270555","24230555",15769448
"24230270556","24230556",15771695
"24230270557","24230557",15773942
"24230270558","24230558",15776189
"24230270559","24230559",15778436
"24230270561","24230561",15780683
"24230270562","24230562",15782930
"24230270563","24230563",15785177
"24230270564","24230564",15787424
"24230270566","24230566",15789671
"24230270567","24230567",15791918
"24230270568","24230568",15794165
"24230270569","24230569",15796412
"24230270570","24230570",15798659
"24230270571","24230571",15800906
"24230270572","24230572",15803153
"24230270574","24230574",15805400
"24230270576","24230576",15807647
"24230270577","24230577",15809894
"24230270578","24230578",15812141
"24230270579","24230579",15814388
"24230270580","24230580",15816635
"24230270581","24230581",15818882
"24230270582","24230582",15821129
"24230270583","24230583",15823376
"24230270584","24230584",15825623
"24230270585","24230585",15827870
"24230270586","24230586",15830117
"24230270587","24230587",15832364
"24230270588","24230588",15834611
"24230270589","24230589",15836858
"24230270590","24230590",15839105
"24230270591","24230591",15841352
"24230270592","24230592",15843599
"24230270593","24230593",15845846
"24230270594","24230594",15848093
"24230270595","24230595",15850340
"24230270596","24230596",15852587
"24230270597","24230597",15854834
"24230270598","24230598",15857081
"24230270599","24230599",15859328
"24230270600","24230600",15861575
"24230270601","24230601",15863822
"24230270602","24230602",15866069
"24230270603","24230603",15868316
"24230270604","24230604",15870563
"24230270605","24230605",15872810
"24230270606","24230606",15875057
"24230270607","24230607",15877304
"24230270608","24230608",15879551
"24230270610","24230610",15881798
"24230270611","24230611",15884045
"24230270612","24230612",15886292
"24230270613","24230613",15888539
"24230270614","24230614",15890786
"24230270615","24230615",15893033
"24230270616","24230616",15895280
"24230270618","24230618",15897527
"24230270619","24230619",15899774
"24230270620","24230620",15902021
"24230270621","24230621",15904268
"24230270622","24230622",15906515
"24230270623","24230623",15908762
"24230270626","24230626",15911009
"24230270629","24230629",15913256
"24230270630","24230630",15915503
"24230270631","24230631",15917750
"24230270632","24230632",15919997
"24230270633","24230633",15922244
"24230270634","24230634",15924491
"24230270635","24230635",15926738
"24230270636","24230636",15928985
"24230270637","24230637",15931232
"24230270638","24230638",15933479
"24230270639","24230639",15935726
"24230270640","24230640",15937973
"24230270641","24230641",15940220
"24230270642","24230642",15942467
"24230270643","24230643",15944714
"24230270644","24230644",15946961
"24230270645","24230645",15949208
"24230270646","24230646",15951455
"24230270647","24230647",15953702
"24230270648","24230648",15955949
"24230270649","24230649",15958196
"24230270650","24230650",15960443
"24230270651","24230651",15962690
"24230270652","24230652",15964937
"24230270654","24230654",15967184
"24230270656","24230656",15969431
"24230270657","24230657",15971678
"24230270658","24230658",15973925
"24230270659","24230659",15976172
"24230270660","24230660",15978419
"24230270661","24230661",15980666
"24230270662","24230662",15982913
"24230270663","24230663",15985160
"24230270664","24230664",15987407
"24230270665","24230665",15989654
"24230270666","24230666",15991901
"24230270667","24230667",15994148
"24230270668","24230668",15996395
"24230270669","24230669",15998642
"24230270670","24230670",16000889
"24230270671","24230671",16003136
"24230270672","24230672",16005383
"24230270673","24230673",16007630
"24230270674","24230674",16009877
"24230270675","24230675",16012124
"24230270676","24230676",16014371
"24230270677","24230677",16016618
"24230270678","24230678",16018865
"24230270679","24230679",16021112
"24230270680","24230680",16023359
"24230270682","24230682",16025606
"24230270684","24230684",16027853
"24230270685","24230685",16030100
"24230270686","24230686",16032347
"24230270687","24230687",16034594
"24230270688","24230688",16036841
"24230270690","24230690",16039088
"24230270692","24230692",16041335
"24230270693","24230693",16043582
"24230270694","24230694",16045829
"24230270695","24230695",16048076
"24230270696","24230696",16050323
"24230270698","24230698",16052570
"24230270701","24230701",16054817
"24230270702","24230702",16057064
"24230270703","24230703",16059311
"24230270704","24230704",16061558
"24230270705","24230705",16063805
"24230270706","24230706",16066052
"24230270707","24230707",16068299
"24230270708","24230708",16070546
"24230270710","24230710",16072793
"24230270711","24230711",16075040
"24230270712","24230712",16077287
"24230270713","24230713",16079534
"24230270721","24230721",16081781
"24230270724","24230724",16084028
"24230270725","24230725",16086275
"24230270726","24230726",16088522
"24230270727","24230727",16090769
"24230270728","24230728",16093016
"24230270729","24230729",16095263
"24230270730","24230730",16097510
"24230270732","24230732",16099757
"24230270733","24230733",16102004
"24230270734","24230734",16104251
"24230270735","24230735",16106498
"24230270736","24230736",16108745
"24230270737","24230737",16110992
"24230270738","24230738",16113239
"24230270739","24230739",16115486
"24230270740","24230740",16117733
"24230270741","24230741",16119980
"24230270742","24230742",16122227
"24230270743","24230743",16124474
"24230270744","24230744",16126721
"24230270745","24230745",16128968
"24230270746","24230746",16131215
"24230270747","24230747",16133462
"24230270748","24230748",16135709
"24230270749","24230749",16137956
"24230270750","24230750",16140203
"24230270751","24230751",16142450
"24230270752","24230752",16144697
"24230270753","24230753",16146944
"24230270754","24230754",16149191
"24230270755","24230755",16151438
"24230270756","24230756",16153685
"24230270757","24230757",16155932
"24230270758","24230758",16158179
"24230270759","24230759",16160426
"24230270760","24230760",16162673
"24230270761","24230761",16164920
"24230270762","24230762",16167167
"24230270763","24230763",16169414
"24230270764","24230764",16171661
"24230270765","24230765",16173908
"24230270766","24230766",16176155
"24230270767","24230767",16178402
"24230270768","24230768",16180649
"24230270769","24230769",16182896
"24230270770","24230770",16185143
"24230270771","24230771",16187390
"24230270772","24230772",16189637
"24230270773","24230773",16191884
"24230270774","24230774",16194131
"24230270775","24230775",16196378
"24230270776","24230776",16198625
"24230270777","24230777",16200872
"24230270778","24230778",16203119
"24230270779","24230779",16205366
"24230270780","24230780",16207613
"24230270781","24230781",16209860
"24230270782","24230782",16212107
"24230270783","24230783",16214354
"24230270784","24230784",16216601
"24230270785","24230785",16218848
"24230270786","24230786",16221095
"24230270787","24230787",16223342
"24230270790","24230790",16225589
"24230270791","24230791",16227836
"24230270792","24230792",16230083
"24230270793","24230793",16232330
"24230270794","24230794",16234577
"24230270795","24230795",16236824
"24230270796","24230796",16239071
"24230270797","24230797",16241318
"24230270798","24230798",16243565
"24230270799","24230799",16245812
"24230270800","24230800",16248059
"24230270801","24230801",16250306
"24230270802","24230802",16252553
"24230270803","24230803",16254800
"24230270804","24230804",16257047
"24230270805","24230805",16259294
"24230270806","24230806",16261541
"24230270807","24230807",16263788
"24230270808","24230808",16266035
"24230270809","24230809",16268282
"24230270810","24230810",16270529
"24230270811","24230811",16272776
"24230270812","24230812",16275023
"24230270815","24230815",16277270
"24230270816","24230816",16279517
"24230270817","24230817",16281764
"24230270818","24230818",16284011
"24230270819","24230819",16286258
"24230270820","24230820",16288505
"24230270821","24230821",16290752
"24230270822","24230822",16292999
"24230270823","24230823",16295246
"24230270824","24230824",16297493
"24230270825","24230825",16299740
"24230270826","24230826",16301987
"24230270827","24230827",16304234
"24230270828","24230828",16306481
"24230270829","24230829",16308728
"24230270830","24230830",16310975
"24230270834","24230834",16313222
"24230270835","24230835",16315469
"24230270836","24230836",16317716
"24230270837","24230837",16319963
"24230270838","24230838",16322210
"24230270839","24230839",16324457
"24230270840","24230840",16326704
"24230270843","24230843",16328951
"24230270844","24230844",16331198
"24230270845","24230845",16333445
"24230270846","24230846",16335692
"24230270847","24230847",16337939
"24230270848","24230848",16340186
"24230270849","24230849",16342433
"24230270850","24230850",16344680
"24230270851","24230851",16346927
"24230270852","24230852",16349174
"24230270853","24230853",16351421
"24230270854","24230854",16353668
"24230270855","24230855",16355915
"24230270856","24230856",16358162
"24230270857","24230857",16360409
"24230270860","24230860",16362656
"24230270861","24230861",16364903
"24230270862","24230862",16367150
"24230270863","24230863",16369397
"24230270865","24230865",16371644
"24230270866","24230866",16373891
"24230270867","24230867",16376138
"24230270868","24230868",16378385
"24230270869","24230869",16380632
"24230270870","24230870",16382879
"24230270871","24230871",16385126
"24230270872","24230872",16387373
"24230270873","24230873",16389620
"24230270874","24230874",16391867
"24230270875","24230875",16394114
"24230270876","24230876",16396361
"24230270882","24230882",16398608
"24230270883","24230883",16400855
"24230270884","24230884",16403102
"24230270885","24230885",16405349
"24230270886","24230886",16407596
"24230270887","24230887",16409843
"24230270888","24230888",16412090
"24230270889","24230889",16414337
"24230270890","24230890",16416584
"24230270891","24230891",16418831
"24230270892","24230892",16421078
"24230270893","24230893",16423325
"24230270894","24230894",16425572
"24230270895","24230895",16427819
"24230270896","24230896",16430066
"24230270897","24230897",16432313
"24230270898","24230898",16434560
"24230270899","24230899",16436807
"24230270901","24230901",16439054
"24230270902","24230902",16441301
"24230270903","24230903",16443548
"24230270904","24230904",16445795
"24230270905","24230905",16448042
"24230270906","24230906",16450289
"24230270907","24230907",16452536
"24230270908","24230908",16454783
"24230270909","24230909",16457030
"24230270910","24230910",16459277
"24230270911","24230911",16461524
"24230270914","24230914",16463771
"24230270915","24230915",16466018
"24230270916","24230916",16468265
"24230270917","24230917",16470512
"24230270918","24230918",16472759
"24230270919","24230919",16475006
"24230270920","24230920",16477253
"24230270921","24230921",16479500
"24230270923","24230923",16481747
"24230270924","24230924",16483994
"24230270925","24230925",16486241
"24230270926","24230926",16488488
"24230270927","24230927",16490735
"24230270928","24230928",16492982
"24230270929","24230929",16495229
"24230270930","24230930",16497476
"24230270931","24230931",16499723
"24230270932","24230932",16501970
"24230270933","24230933",16504217
"24230270934","24230934",16506464
"24230270935","24230935",16508711
"24230270936","24230936",16510958
"24230270937","24230937",16513205
"24230270938","24230938",16515452
"24230270939","24230939",16517699
"24230270940","24230940",16519946
"24230270941","24230941",16522193
"24230270942","24230942",16524440
"24230270943","24230943",16526687
"24230270944","24230944",16528934
"24230270945","24230945",16531181
"24230270946","24230946",16533428
"24230270947","24230947",16535675
"24230270948","24230948",16537922
"24230270949","24230949",16540169
"24230270950","24230950",16542416
"24230270951","24230951",16544663
"24230270952","24230952",16546910
"24230270953","24230953",16549157
"24230270954","24230954",16551404
"24230270955","24230955",16553651
"24230270956","24230956",16555898
"24230270957","24230957",16558145
"24230270958","24230958",16560392
"24230270959","24230959",16562639
"24230270960","24230960",16564886
"24230270961","24230961",16567133
"24230270962","24230962",16569380
"24230270963","24230963",16571627
"24230270964","24230964",16573874
"24230270965","24230965",16576121
"24230270966","24230966",16578368
"24230270967","24230967",16580615
"24230270968","24230968",16582862
"24230270969","24230969",16585109
"24230270970","24230970",16587356
"24230270971","24230971",16589603
"24230270972","24230972",16591850
"24230270973","24230973",16594097
"24230270974","24230974",16596344
"24230270975","24230975",16598591
"24230270976","24230976",16600838
"24230270977","24230977",16603085
"24230270978","24230978",16605332
"24230270979","24230979",16607579
"24230270980","24230980",16609826
"24230270981","24230981",16612073
"24230270982","24230982",16614320
"24230270983","24230983",16616567
"24230270984","24230984",16618814
"24230270985","24230985",16621061
"24230270986","24230986",16623308
"24230270987","24230987",16625555
"24230270988","24230988",16627802
"24230270989","24230989",16630049
"24230270990","24230990",16632296
"24230270991","24230991",16634543
"24230270992","24230992",16636790
"24230270993","24230993",16639037
"24230270994","24230994",16641284
"24230270995","24230995",16643531
"24230270996","24230996",16645778
"24230270997","24230997",16648025
"24230270998","24230998",16650272
"24230270999","24230999",16652519
"24230271000","24231000",16654766
"24230271001","24231001",16657013
"24230271002","24231002",16659260
"24230271003","24231003",16661507
"24230271004","24231004",16663754
"24230271005","24231005",16666001
"24230271006","24231006",16668248
"24230271007","24231007",16670495
"24230271008","24231008",16672742
"24230271009","24231009",16674989
"24230271010","24231010",16677236
"24230271011","24231011",16679483
"24230271012","24231012",16681730
"24230271013","24231013",16683977
"24230271014","24231014",16686224
"24230271015","24231015",16688471
"24230271016","24231016",16690718
"24230271017","24231017",16692965
"24230271018","24231018",16695212
"24230271019","24231019",16697459
"24230271020","24231020",16699706
"24230271021","24231021",16701953
"24230271022","24231022",16704200
"24230271023","24231023",16706447
"24230271024","24231024",16708694
"24230271025","24231025",16710941
"24230271026","24231026",16713188
"24230271027","24231027",16715435
"24230271028","24231028",16717682
"24230271029","24231029",16719929
"24230271030","24231030",16722176
"24230271031","24231031",16724423
"24230271032","24231032",16726670
"24230271034","24231034",16728917
"24230271036","24231036",16731164
"24230271037","24231037",16733411
"24230271038","24231038",16735658
"24230271039","24231039",16737905
"24230271040","24231040",16740152
"24230271041","24231041",16742399
"24230271042","24231042",16744646
"24230271043","24231043",16746893
"24230271078","24231078",16749140
"24230271079","24231079",16751387
"24230271080","24231080",16753634
"24230271081","24231081",16755881
"24230271103","24231103",16758128
"24230271104","24231104",16760375
"24230271106","24231106",16762622
"24230271107","24231107",16764869
"24230271108","24231108",16767116
"24230271110","24231110",16769363
"24230271111","24231111",16771610
"24230271112","24231112",16773857
"24230271113","24231113",16776104
"24230271114","24231114",16778351
"24230271115","24231115",16780598
"24230271116","24231116",16782845
"24230271121","24231121",16785092
"2423057","L'Ancienne-Lorette",16787339
"24230570474","24230474",16789586
"24230570475","24230475",16791833
"24230570476","24230476",16794080
"24230570477","24230477",16796327
"24230570478","24230478",16798574
"24230570479","24230479",16800821
"24230570480","24230480",16803068
"24230570481","24230481",16805315
"24230570482","24230482",16807562
"24230570483","24230483",16809809
"24230570485","24230485",16812056
"24230570488","24230488",16814303
"24230570489","24230489",16816550
"24230570490","24230490",16818797
"24230570491","24230491",16821044
"24230570492","24230492",16823291
"24230570496","24230496",16825538
"24230570497","24230497",16827785
"24230570498","24230498",16830032
"24230570499","24230499",16832279
"24230570500","24230500",16834526
"24230570501","24230501",16836773
"24230570502","24230502",16839020
"24230570503","24230503",16841267
"24230570506","24230506",16843514
"24230570507","24230507",16845761
"24230570922","24230922",16848008
"24230571074","24231074",16850255
"24230571075","24231075",16852502
"24230571076","24231076",16854749
"24230571077","24231077",16856996
"2423072","Saint-Augustin-de-Desmaures",16859243
"24230721044","24231044",16861490
"24230721045","24231045",16863737
"24230721046","24231046",16865984
"24230721059","24231059",16868231
"24230721060","24231060",16870478
"24230721061","24231061",16872725
"24230721062","24231062",16874972
"24230721063","24231063",16877219
"24230721064","24231064",16879466
"24230721065","24231065",16881713
"24230721066","24231066",16883960
"24230721067","24231067",16886207
"24230721068","24231068",16888454
"24230721069","24231069",16890701
"24230721070","24231070",16892948
"24230721071","24231071",16895195
"24230721072","24231072",16897442
"24230721073","24231073",16899689
"24230721082","24231082",16901936
"24230721084","24231084",16904183
"24230721086","24231086",16906430
"24230721090","24231090",16908677
"24230721091","24231091",16910924
"24230721093","24231093",16913171
"24230721095","24231095",16915418
"24230721096","24231096",16917665
"24230721097","24231097",16919912
"24230721099","24231099",16922159
"24230721100","24231100",16924406
"24230721101","24231101",16926653
"24230721102","24231102",16928900
"2423802","Wendake",16931147
"24238021117","24231117",16933394
"24238021118","24231118",16935641
"24238021119","24231119",16937888
"24238021120","24231120",16940135
"2425","Lévis",16942382
"2425213","Lévis",16944629
"24252130003","24250003",16946876
"24252130004","24250004",16949123
"24252130005","24250005",16951370
"24252130006","24250006",16953617
"24252130007","24250007",16955864
"24252130008","24250008",16958111
"24252130009","24250009",16960358
"24252130010","24250010",16962605
"24252130011","24250011",16964852
"24252130012","24250012",16967099
"24252130013","24250013",16969346
"24252130016","24250016",16971593
"24252130017","24250017",16973840
"24252130018","24250018",16976087
"24252130019","24250019",16978334
